Func Code,Function Description,Employment Status,Job Category,Line No,Salary Band,Hispanic/Latino Male,Hispanci/Latino Female,"Non Hispanic/Latino - Male, White","NonHispanic/Latino - Male, Black","NonHispanic/Latino - Male, Asian","NonHispanic/Latino - Male, NHOPI","NonHispanic/Latino - Male, Amer Ind","NonHispanic/Latino - Male, 2+ Races","Non Hispanic/Latino - Female, White","NonHispanic/Latino - Female, Black","NonHispanic/Latino - Female, Asian","NonHispanic/Latino - Female, NHOPI","NonHispanic/Latino - Female, Amer Ind","NonHispanic/Latino - Female, 2+ Races",Total,FY
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,36,35,172,47,127,0,0,1,103,60,43,0,0,4,628,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,88,78,517,132,263,1,1,4,224,108,108,0,0,7,1531,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,TECHNICIANS,21,33.0-42.9,3,0,5,7,10,0,1,0,0,1,0,0,0,0,27,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,7,2,9,20,17,0,0,0,6,6,4,0,0,0,71,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,9,3,17,15,22,0,0,2,11,11,5,0,0,1,96,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,TECHNICIANS,24,70.0 PLUS,3,2,28,15,10,0,1,2,8,7,1,0,0,1,78,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,30,43.0-54.9,9,2,27,3,1,0,0,0,5,1,0,0,0,0,48,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,31,55.0-69.9,18,1,85,19,2,0,1,0,12,1,0,0,0,0,139,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,32,70.0 PLUS,3,0,9,1,0,0,0,0,0,0,0,0,0,0,13,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PARA-PROF,36,25.0-32.9,0,1,0,0,0,0,0,0,1,2,1,0,0,0,5,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,4,9,5,4,1,0,0,0,1,9,3,0,1,0,37,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,4,6,5,6,2,0,1,0,8,12,4,0,0,0,48,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,7,10,17,14,6,0,0,3,15,19,1,0,0,1,93,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,5,11,5,4,2,0,0,1,6,6,4,0,0,1,45,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,44,25.0-32.9,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,18,48,24,43,15,0,0,2,31,110,17,0,1,1,310,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,23,49,21,39,10,0,0,2,47,163,25,0,3,2,384,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,8,34,17,16,4,0,1,1,45,73,23,0,2,0,224,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,2,11,2,3,2,0,0,0,10,23,2,0,0,0,55,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,53,33.0-42.9,4,0,13,6,4,0,4,0,0,0,0,0,0,0,31,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,54,43.0-54.9,5,0,27,5,6,0,1,1,1,0,0,0,0,0,46,2019
15,OTHER,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,0,1,1,2,0,0,1,1,0,3,1,0,0,1,11,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,55,55.0-69.9,13,0,126,14,19,0,0,1,2,0,0,0,0,1,176,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,56,70.0 PLUS,293,2,1452,325,230,1,10,11,7,4,2,0,0,0,2337,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,SERV/MAINT,60,25.0-32.9,4,3,12,6,2,0,0,1,1,1,0,0,0,0,30,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,SERV/MAINT,61,33.0-42.9,286,23,479,172,43,3,2,17,29,45,5,0,0,4,1108,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,SERV/MAINT,62,43.0-54.9,228,10,409,151,32,0,1,2,13,11,0,0,0,0,857,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,SERV/MAINT,63,55.0-69.9,121,7,236,118,9,0,1,2,7,9,0,0,0,0,510,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,SERV/MAINT,64,70.0 PLUS,1173,32,3193,1111,90,1,18,9,30,68,1,0,4,0,5730,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,2476,426,7455,2480,1059,7,46,70,723,842,284,0,11,25,15904,2019
13,SANITATION AND SEWAGE,2. OTHER THAN FULL-TIME EMPLOYEES,OFFICIAL/ADM,66,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019
13,SANITATION AND SEWAGE,2. OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,0,0,7,2,2,0,0,0,7,3,2,0,0,0,23,2019
13,SANITATION AND SEWAGE,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,21,19,30,19,33,0,0,0,44,21,33,0,0,5,225,2019
13,SANITATION AND SEWAGE,2. OTHER THAN FULL-TIME EMPLOYEES,ADMIN SUPPORT,71,,1,1,1,2,0,0,0,0,4,7,2,0,1,0,19,2019
13,SANITATION AND SEWAGE,2. OTHER THAN FULL-TIME EMPLOYEES,SKILLED CRAFT,72,,6,0,15,5,8,0,0,0,0,0,0,0,0,0,34,2019
13,SANITATION AND SEWAGE,2. OTHER THAN FULL-TIME EMPLOYEES,SERV/MAINT,73,,48,46,3,99,0,0,1,1,3,59,3,1,0,0,264,2019
13,SANITATION AND SEWAGE,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,76,66,57,127,43,0,1,1,58,90,40,1,1,5,566,2019
13,SANITATION AND SEWAGE,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,4,2,20,10,3,0,0,0,17,3,3,0,0,0,62,2019
13,SANITATION AND SEWAGE,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,36,33,124,53,82,1,0,5,67,38,47,0,0,5,491,2019
13,SANITATION AND SEWAGE,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,8,0,11,19,9,0,1,1,5,3,2,0,0,0,59,2019
13,SANITATION AND SEWAGE,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,23,21,37,20,42,0,0,1,50,23,35,1,0,5,258,2019
13,SANITATION AND SEWAGE,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,10,27,11,16,6,0,0,1,20,42,16,0,0,1,150,2019
13,SANITATION AND SEWAGE,3. NEW HIRES DURING FISCAL YEAR,SKILLED CRAFT,81,,60,1,248,62,59,1,6,8,2,0,1,0,0,0,448,2019
13,SANITATION AND SEWAGE,3. NEW HIRES DURING FISCAL YEAR,SERV/MAINT,82,,299,158,408,396,39,3,3,14,28,250,11,1,0,6,1616,2019
13,SANITATION AND SEWAGE,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,440,242,859,576,240,5,10,30,189,359,115,2,0,17,3084,2019
15,OTHER,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,6,43.0-54.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2019
15,OTHER,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,2,4,9,7,6,0,0,0,7,5,3,0,0,1,44,2019
15,OTHER,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,31,28,164,44,67,0,1,6,70,43,31,0,0,3,488,2019
15,OTHER,1. FULL-TIME EMPLOYEES,PROFESSIONALS,13,33.0-42.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019
15,OTHER,1. FULL-TIME EMPLOYEES,PROFESSIONALS,14,43.0-54.9,6,3,3,6,8,0,0,1,4,6,7,0,0,1,45,2019
15,OTHER,1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,18,13,43,34,48,0,2,1,19,15,30,0,1,1,225,2019
15,OTHER,1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,53,42,161,73,142,0,0,3,80,50,51,0,1,4,660,2019
15,OTHER,1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,3,4,4,8,1,0,1,0,5,2,2,0,1,0,31,2019
15,OTHER,1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,5,4,6,10,3,0,0,0,3,3,3,0,0,1,38,2019
15,OTHER,1. FULL-TIME EMPLOYEES,TECHNICIANS,24,70.0 PLUS,4,1,6,3,0,0,0,1,5,2,1,0,0,0,23,2019
15,OTHER,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,30,43.0-54.9,3,0,1,3,0,0,0,0,1,0,0,0,0,0,8,2019
15,OTHER,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,31,55.0-69.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2019
15,OTHER,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,32,70.0 PLUS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019
15,OTHER,1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,1,1,0,1,0,0,0,0,0,3,1,0,0,0,7,2019
15,OTHER,1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,1,3,2,0,0,0,0,0,2,6,1,0,1,0,16,2019
15,OTHER,1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,2,5,1,4,1,0,0,0,6,6,0,0,0,2,27,2019
15,OTHER,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,0,6,3,6,0,0,0,0,4,13,3,0,0,0,35,2019
15,OTHER,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,0,5,0,3,2,0,0,0,4,15,4,0,1,1,35,2019
15,OTHER,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,0,3,0,0,0,0,0,0,1,6,0,0,0,0,10,2019
15,OTHER,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,56,70.0 PLUS,0,0,2,1,2,0,0,0,0,0,0,0,0,0,5,2019
15,OTHER,1. FULL-TIME EMPLOYEES,SERV/MAINT,62,43.0-54.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2019
15,OTHER,1. FULL-TIME EMPLOYEES,SERV/MAINT,63,55.0-69.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2019
15,OTHER,1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,135,126,410,208,281,0,5,13,213,181,138,0,5,15,1730,2019
15,OTHER,2. OTHER THAN FULL-TIME EMPLOYEES,OFFICIAL/ADM,66,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,2019
15,OTHER,2. OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,1,1,7,2,0,0,0,0,11,3,1,0,0,1,27,2019
15,OTHER,2. OTHER THAN FULL-TIME EMPLOYEES,TECHNICIANS,68,,1,2,0,1,0,0,0,0,0,1,0,0,0,0,5,2019
15,OTHER,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,45,70,89,41,22,0,2,3,85,51,38,0,0,11,457,2019
15,OTHER,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,47,74,96,44,22,0,2,3,97,56,39,0,0,12,492,2019
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,7,9,30,6,12,0,0,1,32,17,14,0,0,3,131,2019
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,23,22,50,30,42,0,1,4,45,30,28,0,0,2,277,2019
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,6,6,4,6,0,0,0,0,8,5,4,0,0,1,40,2019
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,PROTECT/SRVCS,78,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2019
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,21,42,37,28,10,0,0,2,36,43,17,0,1,6,243,2019
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,0,0,1,0,0,0,0,1,0,2,0,0,0,2,6,2019
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,59,79,123,71,64,0,1,8,121,97,63,0,1,14,701,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,7,$55.0 – 69.9,6,11,4,6,2,,,,10,10,1,,,1,51,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,8,$70.0 PLUS,291,343,1409,291,418,1,,35,1232,461,361,1,3,50,4896,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PROFESSIONALS,13,$33.0 – 42.9,3,7,2,2,5,,,,,3,,,,1,23,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PROFESSIONALS,14,$43.0 – 54.9,17,1,18,15,27,,,2,9,13,12,,,,114,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PROFESSIONALS,15,$55.0 – 69.9,57,59,96,63,77,,1,7,67,81,76,,3,6,593,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PROFESSIONALS,16,$70.0 PLUS,295,247,923,363,520,5,4,39,685,493,407,3,,35,4019,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,TECHNICIANS,21,$33.0 – 42.9,,2,2,3,2,,,,,11,3,,,1,24,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,TECHNICIANS,22,$43.0 – 54.9,57,54,62,104,18,1,1,13,76,121,34,1,1,8,551,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,TECHNICIANS,23,$55.0 – 69.9,25,34,53,38,39,,,2,61,83,59,,1,4,399,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,TECHNICIANS,24,$70.0 PLUS,23,27,73,27,35,1,,2,56,52,31,,,6,333,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,29,$33.0 – 42.9,6,5,3,4,4,,,,,,,,,,22,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,30,$43.0 – 54.9,42,12,13,53,18,,1,4,6,37,2,,,,188,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,31,$55.0 – 69.9,42,12,44,35,19,,2,1,9,11,,,,2,177,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,32,$70.0 PLUS,51,16,106,51,18,,1,,12,22,3,,,1,281,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,37,$33.0 – 42.9,31,32,15,48,5,,1,1,7,67,3,,,5,215,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,38,$43.0 – 54.9,128,205,121,128,42,,1,12,181,225,66,2,4,15,1130,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,39,$55.0 – 69.9,119,203,82,115,46,,1,9,147,207,63,,4,16,1012,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,40,$70.0 PLUS,74,122,90,63,47,,,4,122,141,43,,4,8,718,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,45,$33.0 – 42.9,14,33,16,37,8,,2,3,24,109,12,,4,6,268,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,46,$43.0 – 54.9,66,151,69,115,27,1,1,4,103,382,58,3,2,18,1000,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,47,$55.0 – 69.9,29,133,32,48,19,,,1,75,263,55,,2,14,671,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,48,$70.0 PLUS,22,69,22,19,7,,,,79,133,17,,,3,371,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,SKILLED CRAFT,55,$55.0 – 69.9,13,,13,8,3,,,1,,,,,,,38,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,SKILLED CRAFT,56,$70.0 PLUS,50,,170,34,15,1,2,5,1,2,,,,,280,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,61,$33.0 – 42.9,86,78,21,181,8,1,2,3,4,87,6,,2,2,481,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,62,$43.0 – 54.9,17,6,5,25,2,,,,1,8,,,,,64,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,63,$55.0 – 69.9,8,,5,16,1,,,,,3,1,,,,34,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,64,$70.0 PLUS,15,1,8,15,3,,,,,1,,,,,43,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,OTHER THAN FULL-TIME EMPLOYEES,OFFICIALS – ADMINISTRATORS,66,,3,1,21,6,,,,,12,7,1,,,,51,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,14,19,139,25,13,,2,2,169,46,17,,,2,448,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,OTHER THAN FULL-TIME EMPLOYEES,TECHNICIANS,68,,11,13,9,8,11,,,3,24,15,8,,,1,103,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,OTHER THAN FULL-TIME EMPLOYEES,PARAPROFESSIONALS,70,,43,76,86,42,59,,1,10,117,60,78,1,1,17,591,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,OTHER THAN FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,71,,21,22,16,31,2,,,4,15,46,8,,,1,166,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,OTHER THAN FULL-TIME EMPLOYEES,SKILLED CRAFT,72,,,,1,,,,1,,,,,,,,2,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,OTHER THAN FULL-TIME EMPLOYEES,SERVICE – MAINTENANCE,73,,2,1,,3,,,,,,4,1,,,,11,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,NEW HIRES DURING EEO-4 FISCAL YEAR,OFFICIALS – ADMINISTRATORS,66,,78,83,257,61,50,,,10,242,135,72,,,13,1001,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,NEW HIRES DURING EEO-4 FISCAL YEAR,PROFESSIONALS,67,,77,74,167,77,135,1,,17,147,108,98,,2,11,914,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,NEW HIRES DURING EEO-4 FISCAL YEAR,TECHNICIANS,68,,29,50,54,34,21,,,4,50,69,26,,,7,344,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,NEW HIRES DURING EEO-4 FISCAL YEAR,PROTECTIVE SERVICE,69,,8,9,21,11,8,,1,,8,8,,,,,74,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,NEW HIRES DURING EEO-4 FISCAL YEAR,PARAPROFESSIONALS,70,,159,296,194,131,113,,4,22,294,282,168,3,5,46,1717,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,NEW HIRES DURING EEO-4 FISCAL YEAR,ADMINISTRATIVE SUPPORT,71,,54,107,46,85,17,,2,9,77,191,42,2,2,14,648,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,NEW HIRES DURING EEO-4 FISCAL YEAR,SKILLED CRAFT,72,,6,,16,9,3,,,1,,1,,,,,36,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,NEW HIRES DURING EEO-4 FISCAL YEAR,SERVICE – MAINTENANCE,73,,25,12,3,49,2,1,1,5,1,36,1,,,5,141,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,7,$55.0 – 69.9,3,4,1,9,,,,,1,20,1,,,,39,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,8,$70.0 PLUS,59,131,148,146,65,,,6,170,385,55,,7,14,1186,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PROFESSIONALS,13,$33.0 – 42.9,13,64,9,25,21,,,1,8,229,28,,3,14,415,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PROFESSIONALS,14,$43.0 – 54.9,147,593,111,612,248,,3,14,270,1896,226,1,11,48,4180,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PROFESSIONALS,15,$55.0 – 69.9,155,497,76,453,74,,4,13,154,1696,84,5,15,54,3280,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PROFESSIONALS,16,$70.0 PLUS,195,402,418,562,294,3,2,24,453,1643,244,,9,42,4291,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,TECHNICIANS,21,$33.0 – 42.9,,,,2,1,,,,,2,1,,,,6,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,TECHNICIANS,22,$43.0 – 54.9,9,15,6,29,15,,,2,7,57,10,,,1,151,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,TECHNICIANS,23,$55.0 – 69.9,18,42,18,76,7,,1,2,13,130,9,,,2,318,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,TECHNICIANS,24,$70.0 PLUS,10,34,23,71,7,,,1,7,97,3,,,7,260,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,29,$33.0 – 42.9,43,26,7,101,11,,,2,3,104,5,,,4,306,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,30,$43.0 – 54.9,19,14,7,56,5,,,,2,51,,,1,,155,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,31,$55.0 – 69.9,27,11,10,43,2,,,,,41,,,,,134,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,32,$70.0 PLUS,23,8,50,35,2,,,3,6,9,,,,,136,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,37,$33.0 – 42.9,20,17,5,57,4,,,2,2,54,3,,1,2,167,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,38,$43.0 – 54.9,31,52,5,52,6,,,1,7,64,6,,2,1,227,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,39,$55.0 – 69.9,71,124,19,133,28,1,,3,35,274,19,,,19,726,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,40,$70.0 PLUS,36,71,15,47,9,,,4,28,161,16,1,1,3,392,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,45,$33.0 – 42.9,11,24,8,26,4,,,,7,67,10,,,2,159,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,46,$43.0 – 54.9,32,205,23,123,27,,,5,77,639,73,,3,12,1219,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,47,$55.0 – 69.9,20,108,14,77,16,,,2,26,423,40,,2,11,739,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,48,$70.0 PLUS,2,13,,10,,,,1,3,47,4,,,5,85,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,SKILLED CRAFT,55,$55.0 – 69.9,6,,4,11,,,,,,,,,,,21,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,SKILLED CRAFT,56,$70.0 PLUS,14,1,64,36,7,,,3,1,,,,,,126,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,61,$33.0 – 42.9,6,2,2,25,1,,,,,7,,,,1,44,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,62,$43.0 – 54.9,16,2,7,40,6,,,1,,10,,,,,82,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,63,$55.0 – 69.9,4,2,1,11,,,,,,4,,,,,22,2023
3,PUBLIC WELFARE,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,64,$70.0 PLUS,8,1,9,53,3,,1,1,,18,,,,,94,2023
3,PUBLIC WELFARE,OTHER THAN FULL-TIME EMPLOYEES,OFFICIALS – ADMINISTRATORS,66,,,1,,,1,,,,3,,,,,,5,2023
3,PUBLIC WELFARE,OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,4,3,4,4,2,,1,,2,11,,,,,31,2023
3,PUBLIC WELFARE,NEW HIRES DURING EEO-4 FISCAL YEAR,OFFICIALS – ADMINISTRATORS,75,,4,14,13,15,7,,,2,22,41,5,,,3,126,2023
